,Unnamed: 0,time ,image_name,steer
9682,9682,1.61164e+18,frame_1611644113746757030.jpeg,0.005
1858,1858,1.61164e+18,frame_1611643831235455036.jpeg,0.06
682,682,1.61164e+18,frame_1611643789019536257.jpeg,0.37
1608,1608,1.61164e+18,frame_1611643822891965151.jpeg,0.53
4755,4755,1.61164e+18,frame_1611643936438252926.jpeg,0.545
7286,7286,1.61164e+18,frame_1611644028613377094.jpeg,0.62
7,7,1.61164e+18,frame_1611643764946025848.jpeg,0.55
10691,10691,1.61164e+18,frame_1611644150715261221.jpeg,0.545
1456,1456,1.61164e+18,frame_1611643817218257189.jpeg,0.01
9792,9792,1.61164e+18,frame_1611644117438545942.jpeg,0.55
4557,4557,1.61164e+18,frame_1611643928960637331.jpeg,0.13
9858,9858,1.61164e+18,frame_1611644120445770979.jpeg,0.295
8976,8976,1.61164e+18,frame_1611644088434318304.jpeg,0.005
2629,2629,1.61164e+18,frame_1611643859183414936.jpeg,0.54
8280,8280,1.61164e+18,frame_1611644064041898251.jpeg,0.545
1367,1367,1.61164e+18,frame_1611643814252012491.jpeg,0.545
9707,9707,1.61164e+18,frame_1611644114595126629.jpeg,0.23
3468,3468,1.61164e+18,frame_1611643889175597429.jpeg,0.01
9374,9374,1.61164e+18,frame_1611644102643527269.jpeg,0.545
8588,8588,1.61164e+18,frame_1611644074315891504.jpeg,0.54
10544,10544,1.61164e+18,frame_1611644145047262192.jpeg,0.545
3682,3682,1.61164e+18,frame_1611643897101420641.jpeg,0.015
7144,7144,1.61164e+18,frame_1611644023108161926.jpeg,0.05
4583,4583,1.61164e+18,frame_1611643930139445066.jpeg,0.01
4326,4326,1.61164e+18,frame_1611643921210578203.jpeg,0.545
11477,11477,1.61164e+18,frame_1611644178506654501.jpeg,0.0
4723,4723,1.61164e+18,frame_1611643935365913391.jpeg,0.025
7593,7593,1.61164e+18,frame_1611644039492399931.jpeg,0.545
8352,8352,1.61164e+18,frame_1611644066444464207.jpeg,0.545
7239,7239,1.61164e+18,frame_1611644027034223557.jpeg,0.18
7966,7966,1.61164e+18,frame_1611644053491684198.jpeg,0.55
5942,5942,1.61164e+18,frame_1611643979973529816.jpeg,0.54
7013,7013,1.61164e+18,frame_1611644018727147579.jpeg,0.005
11160,11160,1.61164e+18,frame_1611644167422815323.jpeg,0.005
7873,7873,1.61164e+18,frame_1611644049476994991.jpeg,0.545
7772,7772,1.61164e+18,frame_1611644046126697779.jpeg,0.005
8980,8980,1.61164e+18,frame_1611644088567338228.jpeg,0.29
6762,6762,1.61164e+18,frame_1611644009603294134.jpeg,0.36
1402,1402,1.61164e+18,frame_1611643815418358564.jpeg,0.015
6816,6816,1.61164e+18,frame_1611644011409956932.jpeg,0.39
7808,7808,1.61164e+18,frame_1611644047320405483.jpeg,0.545
8306,8306,1.61164e+18,frame_1611644064909313202.jpeg,0.545
973,973,1.61164e+18,frame_1611643799498676538.jpeg,0.095
5160,5160,1.61164e+18,frame_1611643951532232285.jpeg,0.005
11021,11021,1.61164e+18,frame_1611644162364056110.jpeg,0.54
11529,11529,1.61164e+18,frame_1611644180776343107.jpeg,0.54
619,619,1.61164e+18,frame_1611643786905297279.jpeg,0.545
180,180,1.61164e+18,frame_1611643770744332314.jpeg,0.005
5427,5427,1.61164e+18,frame_1611643961155815601.jpeg,0.0
9139,9139,1.61164e+18,frame_1611644094295774937.jpeg,0.185
7995,7995,1.61164e+18,frame_1611644054464164019.jpeg,0.545
6235,6235,1.61164e+18,frame_1611643990406978607.jpeg,0.545
8078,8078,1.61164e+18,frame_1611644057242660761.jpeg,0.54
9101,9101,1.61164e+18,frame_1611644092602751970.jpeg,0.005
4014,4014,1.61164e+18,frame_1611643908902232170.jpeg,0.55
9317,9317,1.61164e+18,frame_1611644100322330236.jpeg,0.2
11413,11413,1.61164e+18,frame_1611644176380894899.jpeg,0.005
6715,6715,1.61164e+18,frame_1611644008031635046.jpeg,0.01
5700,5700,1.61164e+18,frame_1611643970845555067.jpeg,0.505
3025,3025,1.61164e+18,frame_1611643873345144749.jpeg,0.025
837,837,1.61164e+18,frame_1611643794967231274.jpeg,0.505
4725,4725,1.61164e+18,frame_1611643935432419300.jpeg,0.095
8864,8864,1.61164e+18,frame_1611644083541580200.jpeg,0.57
9621,9621,1.61164e+18,frame_1611644111691348791.jpeg,0.545
4553,4553,1.61164e+18,frame_1611643928826284170.jpeg,0.015
9945,9945,1.61164e+18,frame_1611644123354892015.jpeg,0.42
4021,4021,1.61164e+18,frame_1611643909137881517.jpeg,0.195
9043,9043,1.61164e+18,frame_1611644090667202234.jpeg,0.005
3072,3072,1.61164e+18,frame_1611643874917695999.jpeg,0.115
8367,8367,1.61164e+18,frame_1611644066944847345.jpeg,0.54
8331,8331,1.61164e+18,frame_1611644065743873119.jpeg,0.54
6535,6535,1.61164e+18,frame_1611644001317926168.jpeg,0.545
291,291,1.61164e+18,frame_1611643774454636574.jpeg,0.28
6163,6163,1.61164e+18,frame_1611643987996213198.jpeg,0.545
8272,8272,1.61164e+18,frame_1611644063775027514.jpeg,0.545
6045,6045,1.61164e+18,frame_1611643984051108122.jpeg,0.58
10072,10072,1.61164e+18,frame_1611644127609668493.jpeg,0.275
8538,8538,1.61164e+18,frame_1611644072648303270.jpeg,0.205
4949,4949,1.61164e+18,frame_1611643943882254124.jpeg,0.035
6545,6545,1.61164e+18,frame_1611644001652162790.jpeg,0.545
2064,2064,1.61164e+18,frame_1611643839267922401.jpeg,0.55
10465,10465,1.61164e+18,frame_1611644142398604631.jpeg,0.545
10225,10225,1.61164e+18,frame_1611644133633000612.jpeg,0.11
5764,5764,1.61164e+18,frame_1611643973005594969.jpeg,0.6
6926,6926,1.61164e+18,frame_1611644015146951675.jpeg,0.37
454,454,1.61164e+18,frame_1611643781364637613.jpeg,0.66
10776,10776,1.61164e+18,frame_1611644153567684889.jpeg,0.005
7992,7992,1.61164e+18,frame_1611644054363719702.jpeg,0.655
2140,2140,1.61164e+18,frame_1611643841807490349.jpeg,0.545
8638,8638,1.61164e+18,frame_1611644075983603716.jpeg,0.545
2701,2701,1.61164e+18,frame_1611643861594560146.jpeg,0.55
5367,5367,1.61164e+18,frame_1611643959139688969.jpeg,0.545
10854,10854,1.61164e+18,frame_1611644156761201620.jpeg,0.535
8184,8184,1.61164e+18,frame_1611644060800040245.jpeg,0.545
2337,2337,1.61164e+18,frame_1611643848426039696.jpeg,0.37
5030,5030,1.61164e+18,frame_1611643946588783979.jpeg,0.435
1507,1507,1.61164e+18,frame_1611643818928110123.jpeg,0.6
1436,1436,1.61164e+18,frame_1611643816551723719.jpeg,0.54
1833,1833,1.61164e+18,frame_1611643830398539782.jpeg,0.25
2389,2389,1.61164e+18,frame_1611643851152631044.jpeg,0.61
302,302,1.61164e+18,frame_1611643774824049234.jpeg,0.295
6853,6853,1.61164e+18,frame_1611644012650040388.jpeg,0.54
843,843,1.61164e+18,frame_1611643795166700840.jpeg,0.54
533,533,1.61164e+18,frame_1611643784018533468.jpeg,0.005
9982,9982,1.61164e+18,frame_1611644124592217684.jpeg,0.085
11859,11859,1.61164e+18,frame_1611644191854170084.jpeg,0.535
8062,8062,1.61164e+18,frame_1611644056706960440.jpeg,0.005
9284,9284,1.61164e+18,frame_1611644099214440107.jpeg,0.535
6688,6688,1.61164e+18,frame_1611644007129168272.jpeg,0.01
248,248,1.61164e+18,frame_1611643773011406898.jpeg,0.255
4655,4655,1.61164e+18,frame_1611643933092640400.jpeg,0.005
2045,2045,1.61164e+18,frame_1611643838635026217.jpeg,0.55
1411,1411,1.61164e+18,frame_1611643815718370914.jpeg,0.105
1541,1541,1.61164e+18,frame_1611643820060060501.jpeg,0.005
4691,4691,1.61164e+18,frame_1611643934297933340.jpeg,0.535
11489,11489,1.61164e+18,frame_1611644178905278444.jpeg,0.005
210,210,1.61164e+18,frame_1611643771744498968.jpeg,0.005
9574,9574,1.61164e+18,frame_1611644109358774185.jpeg,0.085
11445,11445,1.61164e+18,frame_1611644177443906784.jpeg,0.535
2099,2099,1.61164e+18,frame_1611643840437571287.jpeg,0.28
6489,6489,1.61164e+18,frame_1611643999781445742.jpeg,0.575
1318,1318,1.61164e+18,frame_1611643812213256359.jpeg,0.13
8186,8186,1.61164e+18,frame_1611644060867091894.jpeg,0.545
1660,1660,1.61164e+18,frame_1611643824632293701.jpeg,0.475
9454,9454,1.61164e+18,frame_1611644105331031322.jpeg,0.255
481,481,1.61164e+18,frame_1611643782265378237.jpeg,0.545
11124,11124,1.61164e+18,frame_1611644166219942093.jpeg,0.545
5597,5597,1.61164e+18,frame_1611643967403439283.jpeg,0.005
10021,10021,1.61164e+18,frame_1611644125897166491.jpeg,0.545
8263,8263,1.61164e+18,frame_1611644063474678278.jpeg,0.545
5859,5859,1.61164e+18,frame_1611643977201492071.jpeg,0.005
7319,7319,1.61164e+18,frame_1611644029716346741.jpeg,0.005
4401,4401,1.61164e+18,frame_1611643923725799084.jpeg,0.255
8576,8576,1.61164e+18,frame_1611644073915697098.jpeg,0.53
4535,4535,1.61164e+18,frame_1611643928221640348.jpeg,0.055
308,308,1.61164e+18,frame_1611643775025539398.jpeg,0.23
6367,6367,1.61164e+18,frame_1611643994812937737.jpeg,0.015
10577,10577,1.61164e+18,frame_1611644146153702021.jpeg,0.005
5330,5330,1.61164e+18,frame_1611643957629972458.jpeg,0.005
2227,2227,1.61164e+18,frame_1611643844729269505.jpeg,0.545
4364,4364,1.61164e+18,frame_1611643922488628387.jpeg,0.235
9725,9725,1.61164e+18,frame_1611644115197957516.jpeg,0.005
6380,6380,1.61164e+18,frame_1611643995249827147.jpeg,0.55
6171,6171,1.61164e+18,frame_1611643988262363195.jpeg,0.545
5064,5064,1.61164e+18,frame_1611643947718394756.jpeg,0.545
1471,1471,1.61164e+18,frame_1611643817720068693.jpeg,0.01
7886,7886,1.61164e+18,frame_1611644049910264015.jpeg,0.175
3952,3952,1.61164e+18,frame_1611643906828491688.jpeg,0.545
6942,6942,1.61164e+18,frame_1611644016116545439.jpeg,0.205
9358,9358,1.61164e+18,frame_1611644102105917215.jpeg,0.385
1069,1069,1.61164e+18,frame_1611643803651124954.jpeg,0.42
2325,2325,1.61164e+18,frame_1611643848019375324.jpeg,0.55
3470,3470,1.61164e+18,frame_1611643889242004395.jpeg,0.01
1760,1760,1.61164e+18,frame_1611643827962124825.jpeg,0.015
576,576,1.61164e+18,frame_1611643785461918354.jpeg,0.335
3018,3018,1.61164e+18,frame_1611643873109942675.jpeg,0.415
9182,9182,1.61164e+18,frame_1611644095812067747.jpeg,0.005
10477,10477,1.61164e+18,frame_1611644142800883532.jpeg,0.545
11356,11356,1.61164e+18,frame_1611644174486892462.jpeg,0.005
11201,11201,1.61164e+18,frame_1611644168807850361.jpeg,0.55
875,875,1.61164e+18,frame_1611643796230807543.jpeg,0.13
742,742,1.61164e+18,frame_1611643791808501720.jpeg,0.55
136,136,1.61164e+18,frame_1611643769277134657.jpeg,0.72
2841,2841,1.61164e+18,frame_1611643867160611629.jpeg,0.3
1989,1989,1.61164e+18,frame_1611643836758689165.jpeg,0.005
544,544,1.61164e+18,frame_1611643784387787580.jpeg,0.545
3849,3849,1.61164e+18,frame_1611643903351736546.jpeg,0.01
11768,11768,1.61164e+18,frame_1611644188796850681.jpeg,0.54
3334,3334,1.61164e+18,frame_1611643884718571186.jpeg,0.55
5394,5394,1.61164e+18,frame_1611643960047140598.jpeg,0.005
9045,9045,1.61164e+18,frame_1611644090734179258.jpeg,0.005
3856,3856,1.61164e+18,frame_1611643903587074280.jpeg,0.44
8105,8105,1.61164e+18,frame_1611644058146411180.jpeg,0.31
6387,6387,1.61164e+18,frame_1611643995485178709.jpeg,0.54
1098,1098,1.61164e+18,frame_1611643804625069618.jpeg,0.035
3413,3413,1.61164e+18,frame_1611643887347638369.jpeg,0.565
11220,11220,1.61164e+18,frame_1611644169443945408.jpeg,0.5
8476,8476,1.61164e+18,frame_1611644070580583334.jpeg,0.545
5809,5809,1.61164e+18,frame_1611643975527310848.jpeg,0.7
299,299,1.61164e+18,frame_1611643774723301411.jpeg,0.285
479,479,1.61164e+18,frame_1611643782198638201.jpeg,0.55
3292,3292,1.61164e+18,frame_1611643883313370466.jpeg,0.01
9,9,1.61164e+18,frame_1611643765013173580.jpeg,0.55
6038,6038,1.61164e+18,frame_1611643983717004776.jpeg,0.065
8725,8725,1.61164e+18,frame_1611644078898571014.jpeg,0.545
522,522,1.61164e+18,frame_1611643783645875931.jpeg,0.005
8738,8738,1.61164e+18,frame_1611644079331880808.jpeg,0.545
7337,7337,1.61164e+18,frame_1611644030316903353.jpeg,0.005
9974,9974,1.61164e+18,frame_1611644124324731827.jpeg,0.09
3195,3195,1.61164e+18,frame_1611643880073518753.jpeg,0.55
7522,7522,1.61164e+18,frame_1611644037127944231.jpeg,0.415
6586,6586,1.61164e+18,frame_1611644003022525072.jpeg,0.41
5570,5570,1.61164e+18,frame_1611643966502545595.jpeg,0.545
1495,1495,1.61164e+18,frame_1611643818528337479.jpeg,0.69
247,247,1.61164e+18,frame_1611643772978066683.jpeg,0.255
397,397,1.61164e+18,frame_1611643779284986973.jpeg,0.405
8560,8560,1.61164e+18,frame_1611644073382059813.jpeg,0.545
4845,4845,1.61164e+18,frame_1611643940408013821.jpeg,0.545
10813,10813,1.61164e+18,frame_1611644154814523458.jpeg,0.54
729,729,1.61164e+18,frame_1611643791322506905.jpeg,0.195
11171,11171,1.61164e+18,frame_1611644167795795918.jpeg,0.005
11078,11078,1.61164e+18,frame_1611644164682013512.jpeg,0.545
2116,2116,1.61164e+18,frame_1611643841007206202.jpeg,0.545
11003,11003,1.61164e+18,frame_1611644161763704538.jpeg,0.14
3619,3619,1.61164e+18,frame_1611643894979897022.jpeg,0.545
7485,7485,1.61164e+18,frame_1611644035884539127.jpeg,0.005
573,573,1.61164e+18,frame_1611643785361213923.jpeg,0.385
7448,7448,1.61164e+18,frame_1611644034452306032.jpeg,0.005
5589,5589,1.61164e+18,frame_1611643967136622667.jpeg,0.225
2055,2055,1.61164e+18,frame_1611643838968109131.jpeg,0.55
10248,10248,1.61164e+18,frame_1611644134405844212.jpeg,0.545
9112,9112,1.61164e+18,frame_1611644092968439579.jpeg,0.54
9486,9486,1.61164e+18,frame_1611644106406052351.jpeg,0.56
5985,5985,1.61164e+18,frame_1611643981409862280.jpeg,0.01
8833,8833,1.61164e+18,frame_1611644082503482342.jpeg,0.34
2484,2484,1.61164e+18,frame_1611643854341662645.jpeg,0.005
2900,2900,1.61164e+18,frame_1611643869144736767.jpeg,1.0
3517,3517,1.61164e+18,frame_1611643891445229053.jpeg,0.015
4493,4493,1.61164e+18,frame_1611643926810296535.jpeg,0.27
9797,9797,1.61164e+18,frame_1611644117605683088.jpeg,0.6
9992,9992,1.61164e+18,frame_1611644124926633596.jpeg,0.09
8742,8742,1.61164e+18,frame_1611644079465201139.jpeg,0.545
11439,11439,1.61164e+18,frame_1611644177244643450.jpeg,0.32
2532,2532,1.61164e+18,frame_1611643855939300776.jpeg,0.225
11760,11760,1.61164e+18,frame_1611644188528123617.jpeg,0.54
2932,2932,1.61164e+18,frame_1611643870219662666.jpeg,0.075
6046,6046,1.61164e+18,frame_1611643984084585190.jpeg,0.58
47,47,1.61164e+18,frame_1611643766288949490.jpeg,0.55
6082,6082,1.61164e+18,frame_1611643985289926052.jpeg,0.1
9751,9751,1.61164e+18,frame_1611644116067393541.jpeg,0.545
6428,6428,1.61164e+18,frame_1611643997731292009.jpeg,0.535
11641,11641,1.61164e+18,frame_1611644184527466297.jpeg,0.54
1137,1137,1.61164e+18,frame_1611643805941978693.jpeg,0.545
10989,10989,1.61164e+18,frame_1611644161296768904.jpeg,0.53
113,113,1.61164e+18,frame_1611643768504943848.jpeg,0.865
8048,8048,1.61164e+18,frame_1611644056238422632.jpeg,0.01
1000,1000,1.61164e+18,frame_1611643800406985521.jpeg,0.55
4951,4951,1.61164e+18,frame_1611643943949090004.jpeg,0.01
11850,11850,1.61164e+18,frame_1611644191551791906.jpeg,0.535
4103,4103,1.61164e+18,frame_1611643912640621901.jpeg,0.755
5946,5946,1.61164e+18,frame_1611643980106489420.jpeg,0.54
6684,6684,1.61164e+18,frame_1611644006995434284.jpeg,0.125
6031,6031,1.61164e+18,frame_1611643983249814510.jpeg,0.01
3549,3549,1.61164e+18,frame_1611643892645512581.jpeg,0.475
7011,7011,1.61164e+18,frame_1611644018660430431.jpeg,0.0
4769,4769,1.61164e+18,frame_1611643936910479307.jpeg,0.175
2313,2313,1.61164e+18,frame_1611643847615588188.jpeg,0.25
6738,6738,1.61164e+18,frame_1611644008800825357.jpeg,0.515
351,351,1.61164e+18,frame_1611643776469605684.jpeg,0.43
2642,2642,1.61164e+18,frame_1611643859618781805.jpeg,0.54
11699,11699,1.61164e+18,frame_1611644186473745346.jpeg,0.54
7938,7938,1.61164e+18,frame_1611644051816891432.jpeg,0.54
902,902,1.61164e+18,frame_1611643797128876448.jpeg,0.01
6728,6728,1.61164e+18,frame_1611644008466474056.jpeg,0.01
3694,3694,1.61164e+18,frame_1611643897504442692.jpeg,0.475
2406,2406,1.61164e+18,frame_1611643851729383945.jpeg,0.55
1917,1917,1.61164e+18,frame_1611643834343142748.jpeg,0.54
1124,1124,1.61164e+18,frame_1611643805502744198.jpeg,0.01
1269,1269,1.61164e+18,frame_1611643810357408047.jpeg,0.045
3888,3888,1.61164e+18,frame_1611643904662533760.jpeg,0.225
2732,2732,1.61164e+18,frame_1611643863364045143.jpeg,0.005
8022,8022,1.61164e+18,frame_1611644055368097544.jpeg,0.115
8336,8336,1.61164e+18,frame_1611644065910701513.jpeg,0.545
9179,9179,1.61164e+18,frame_1611644095712136269.jpeg,0.0
281,281,1.61164e+18,frame_1611643774118797779.jpeg,0.275
183,183,1.61164e+18,frame_1611643770844361782.jpeg,0.005
3417,3417,1.61164e+18,frame_1611643887480900049.jpeg,0.65
3300,3300,1.61164e+18,frame_1611643883581091642.jpeg,0.03
6802,6802,1.61164e+18,frame_1611644010940440893.jpeg,0.54
6866,6866,1.61164e+18,frame_1611644013084164619.jpeg,0.19
8014,8014,1.61164e+18,frame_1611644055100295782.jpeg,0.54
9651,9651,1.61164e+18,frame_1611644112707154751.jpeg,0.01
3830,3830,1.61164e+18,frame_1611643902713313103.jpeg,0.035
11624,11624,1.61164e+18,frame_1611644183953502178.jpeg,0.535
1238,1238,1.61164e+18,frame_1611643809321798801.jpeg,0.515
8154,8154,1.61164e+18,frame_1611644059793372869.jpeg,0.87
3772,3772,1.61164e+18,frame_1611643900124291658.jpeg,0.42
11590,11590,1.61164e+18,frame_1611644182811462402.jpeg,0.54
6442,6442,1.61164e+18,frame_1611643998201499462.jpeg,0.54
5715,5715,1.61164e+18,frame_1611643971352017879.jpeg,0.54
2296,2296,1.61164e+18,frame_1611643847044503689.jpeg,0.02
6276,6276,1.61164e+18,frame_1611643991774605036.jpeg,0.45
7155,7155,1.61164e+18,frame_1611644023477708101.jpeg,0.655
3958,3958,1.61164e+18,frame_1611643907030515432.jpeg,0.545
4500,4500,1.61164e+18,frame_1611643927045509577.jpeg,0.545
8771,8771,1.61164e+18,frame_1611644080431698084.jpeg,0.54
2655,2655,1.61164e+18,frame_1611643860054054499.jpeg,0.18
2294,2294,1.61164e+18,frame_1611643846977317095.jpeg,0.02
8894,8894,1.61164e+18,frame_1611644085332059383.jpeg,0.535
9096,9096,1.61164e+18,frame_1611644092436496496.jpeg,0.005
10516,10516,1.61164e+18,frame_1611644144108322382.jpeg,0.005
2788,2788,1.61164e+18,frame_1611643865377950668.jpeg,0.01
8145,8145,1.61164e+18,frame_1611644059489932299.jpeg,0.56
11430,11430,1.61164e+18,frame_1611644176945677042.jpeg,0.545
1800,1800,1.61164e+18,frame_1611643829296590090.jpeg,0.2
11603,11603,1.61164e+18,frame_1611644183247107267.jpeg,0.54
11831,11831,1.61164e+18,frame_1611644190913340569.jpeg,0.54
4290,4290,1.61164e+18,frame_1611643919439821005.jpeg,0.005
9312,9312,1.61164e+18,frame_1611644100153751135.jpeg,0.065
2850,2850,1.61164e+18,frame_1611643867463896513.jpeg,0.31
3723,3723,1.61164e+18,frame_1611643898478351355.jpeg,0.505
5343,5343,1.61164e+18,frame_1611643958333435535.jpeg,0.55
4976,4976,1.61164e+18,frame_1611643944784390926.jpeg,0.305
3118,3118,1.61164e+18,frame_1611643876460103512.jpeg,0.26
1001,1001,1.61164e+18,frame_1611643800440503359.jpeg,0.555
835,835,1.61164e+18,frame_1611643794900734901.jpeg,0.51
11846,11846,1.61164e+18,frame_1611644191417379618.jpeg,0.54
4851,4851,1.61164e+18,frame_1611643940608419180.jpeg,0.545
9355,9355,1.61164e+18,frame_1611644102005072594.jpeg,0.545
4893,4893,1.61164e+18,frame_1611643942011072159.jpeg,0.005
8198,8198,1.61164e+18,frame_1611644061269599676.jpeg,0.545
6804,6804,1.61164e+18,frame_1611644011007170916.jpeg,0.545
11713,11713,1.61164e+18,frame_1611644186943634033.jpeg,0.54
5215,5215,1.61164e+18,frame_1611643953366762400.jpeg,0.005
593,593,1.61164e+18,frame_1611643786032535076.jpeg,0.11
2570,2570,1.61164e+18,frame_1611643857211073637.jpeg,0.12
4837,4837,1.61164e+18,frame_1611643940140722990.jpeg,0.555
2377,2377,1.61164e+18,frame_1611643850617059469.jpeg,0.225
3182,3182,1.61164e+18,frame_1611643879392138481.jpeg,0.015
3945,3945,1.61164e+18,frame_1611643906591175079.jpeg,0.545
8490,8490,1.61164e+18,frame_1611644071047515154.jpeg,0.54
11066,11066,1.61164e+18,frame_1611644164277946949.jpeg,0.545
634,634,1.61164e+18,frame_1611643787409049988.jpeg,0.545
4687,4687,1.61164e+18,frame_1611643934163439751.jpeg,0.545
3574,3574,1.61164e+18,frame_1611643893477059364.jpeg,0.01
6029,6029,1.61164e+18,frame_1611643983116321564.jpeg,0.005
2801,2801,1.61164e+18,frame_1611643865816143990.jpeg,0.005
7770,7770,1.61164e+18,frame_1611644046060375929.jpeg,0.005
3493,3493,1.61164e+18,frame_1611643890005632639.jpeg,0.505
8557,8557,1.61164e+18,frame_1611644073282000303.jpeg,0.535
6292,6292,1.61164e+18,frame_1611643992308493376.jpeg,0.005
38,38,1.61164e+18,frame_1611643765986745119.jpeg,0.545
5143,5143,1.61164e+18,frame_1611643950967009068.jpeg,0.01
1829,1829,1.61164e+18,frame_1611643830264630795.jpeg,0.54
2895,2895,1.61164e+18,frame_1611643868977516890.jpeg,0.995
1754,1754,1.61164e+18,frame_1611643827762054443.jpeg,0.39
11698,11698,1.61164e+18,frame_1611644186440186501.jpeg,0.535
5629,5629,1.61164e+18,frame_1611643968470781088.jpeg,0.52
1889,1889,1.61164e+18,frame_1611643832505776644.jpeg,0.545
8412,8412,1.61164e+18,frame_1611644068445878267.jpeg,0.545
7418,7418,1.61164e+18,frame_1611644033019118309.jpeg,0.155
4199,4199,1.61164e+18,frame_1611643915829581738.jpeg,0.34
11005,11005,1.61164e+18,frame_1611644161830409050.jpeg,0.145
2606,2606,1.61164e+18,frame_1611643858416838646.jpeg,0.545
9163,9163,1.61164e+18,frame_1611644095179103136.jpeg,0.545
6150,6150,1.61164e+18,frame_1611643987563630581.jpeg,0.545
2846,2846,1.61164e+18,frame_1611643867328792095.jpeg,0.31
1008,1008,1.61164e+18,frame_1611643800675108910.jpeg,0.535
5261,5261,1.61164e+18,frame_1611643954904156685.jpeg,0.54
10138,10138,1.61164e+18,frame_1611644130099022627.jpeg,0.155
6346,6346,1.61164e+18,frame_1611643994110374212.jpeg,0.005
749,749,1.61164e+18,frame_1611643792041239262.jpeg,0.535
589,589,1.61164e+18,frame_1611643785898279190.jpeg,0.11
8343,8343,1.61164e+18,frame_1611644066144222498.jpeg,0.545
10283,10283,1.61164e+18,frame_1611644135581525564.jpeg,0.005
1082,1082,1.61164e+18,frame_1611643804086925507.jpeg,0.67
6661,6661,1.61164e+18,frame_1611644006226628304.jpeg,0.62
3733,3733,1.61164e+18,frame_1611643898814168453.jpeg,0.01
10600,10600,1.61164e+18,frame_1611644146924953699.jpeg,0.545
2564,2564,1.61164e+18,frame_1611643857010221004.jpeg,0.005
7080,7080,1.61164e+18,frame_1611644020962180853.jpeg,0.545
3768,3768,1.61164e+18,frame_1611643899989930153.jpeg,0.235
4894,4894,1.61164e+18,frame_1611643942044489145.jpeg,0.005
8158,8158,1.61164e+18,frame_1611644059928268671.jpeg,0.98
6690,6690,1.61164e+18,frame_1611644007196050882.jpeg,0.01
4222,4222,1.61164e+18,frame_1611643916594722986.jpeg,0.43
270,270,1.61164e+18,frame_1611643773749408722.jpeg,0.85
4529,4529,1.61164e+18,frame_1611643928020011663.jpeg,0.53
5547,5547,1.61164e+18,frame_1611643965439178944.jpeg,0.005
4212,4212,1.61164e+18,frame_1611643916261257648.jpeg,0.545
1250,1250,1.61164e+18,frame_1611643809723711014.jpeg,0.505
7638,7638,1.61164e+18,frame_1611644040992734671.jpeg,0.46
841,841,1.61164e+18,frame_1611643795100214243.jpeg,0.54
6604,6604,1.61164e+18,frame_1611644003624254227.jpeg,0.0
708,708,1.61164e+18,frame_1611643790057581186.jpeg,0.34
6498,6498,1.61164e+18,frame_1611644000082973957.jpeg,0.525
1208,1208,1.61164e+18,frame_1611643808319122791.jpeg,0.555
1120,1120,1.61164e+18,frame_1611643805367674589.jpeg,0.01
3001,3001,1.61164e+18,frame_1611643872538787365.jpeg,0.085
2407,2407,1.61164e+18,frame_1611643851763330460.jpeg,0.545
11458,11458,1.61164e+18,frame_1611644177875759602.jpeg,0.54
10887,10887,1.61164e+18,frame_1611644157869845390.jpeg,0.005
6671,6671,1.61164e+18,frame_1611644006560975313.jpeg,0.545
4236,4236,1.61164e+18,frame_1611643917063062429.jpeg,0.135
549,549,1.61164e+18,frame_1611643784555620432.jpeg,0.54
11167,11167,1.61164e+18,frame_1611644167660142422.jpeg,0.01
6989,6989,1.61164e+18,frame_1611644017926545620.jpeg,0.005
8720,8720,1.61164e+18,frame_1611644078730377436.jpeg,0.545
5960,5960,1.61164e+18,frame_1611643980572607994.jpeg,0.54
8324,8324,1.61164e+18,frame_1611644065510180712.jpeg,0.54
10033,10033,1.61164e+18,frame_1611644126300674915.jpeg,0.545
848,848,1.61164e+18,frame_1611643795332911968.jpeg,0.54
6921,6921,1.61164e+18,frame_1611644014925246954.jpeg,0.355
11730,11730,1.61164e+18,frame_1611644187513969421.jpeg,0.535
11855,11855,1.61164e+18,frame_1611644191719779730.jpeg,0.535
10938,10938,1.61164e+18,frame_1611644159583975792.jpeg,0.005
4568,4568,1.61164e+18,frame_1611643929330109596.jpeg,0.55
11821,11821,1.61164e+18,frame_1611644190577320814.jpeg,0.535
8863,8863,1.61164e+18,frame_1611644083508289814.jpeg,0.62
4777,4777,1.61164e+18,frame_1611643937178222179.jpeg,0.015
881,881,1.61164e+18,frame_1611643796430360556.jpeg,0.055
7917,7917,1.61164e+18,frame_1611644050946072817.jpeg,0.005
7935,7935,1.61164e+18,frame_1611644051616332531.jpeg,0.6
673,673,1.61164e+18,frame_1611643788716166735.jpeg,0.21
10256,10256,1.61164e+18,frame_1611644134674805164.jpeg,0.545
11492,11492,1.61164e+18,frame_1611644179004908085.jpeg,0.065
440,440,1.61164e+18,frame_1611643780896699905.jpeg,0.45
9548,9548,1.61164e+18,frame_1611644108484678984.jpeg,0.135
2596,2596,1.61164e+18,frame_1611643858082124233.jpeg,0.55
8255,8255,1.61164e+18,frame_1611644063207705975.jpeg,0.545
11631,11631,1.61164e+18,frame_1611644184189743519.jpeg,0.53
1908,1908,1.61164e+18,frame_1611643833773109674.jpeg,0.01
4010,4010,1.61164e+18,frame_1611643908767607689.jpeg,0.55
6228,6228,1.61164e+18,frame_1611643990171665192.jpeg,0.545
